name,breed,rare_gen,price,age,life_expectancy,description_length,description,region,date,image_url
"Щенок папийона кобель, питомник РКФ FCI",Папильон (папийон),False,50000,0.5,15,258,"Профессиональный племенной питомник РКФ FCI &quotBon Plaisir&quot предлагает Вашему вниманию щенков папийона. Загородное выращивание на собственных натуральных продуктах (козье молочко, творог, яички перепелов, мясо петушков), документы РКФ, договор, вакц...",Москва,08.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/94/a0/b5/649056_130x130.jpg
Пpодaются щeнки РУСCКОГО ОXОTНИЧЬEГO CПАНИЕЛЯ c дoкумeнтaми,Керри блю терьер,False,30000,0.5,12,259,"Poдилиcь 20 октября 2023 г.. Окрaс чepнo-пeгий. OCTAЛИCЬ 2 cуки и 1 кoбeль. Щенки несут отличные paбoчиe гeны и мoгут cтать Baм как пoмoщникoм нa oxотe, тaк и компaньoном по жизни. Наши малыши живут c нами в квартиpе, oчeнь кoнтaктныe, пpиучeнныe к людям и...",Москва,06.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/21/97/10/648547_130x130.jpg
Щенки Золотистого Ретривера,Золотистый ретривер,True,75000,0.5,12,262,"Замечательные щенки Голден ретривера ищут самых лучших родителей,чтобы дарить счастье,тепло ,ласку,любовь и преданность семье. Детки родились 19.11.2023 года от великолепной пары родителей Чемпионов ,с отличной родословной и чистыми генетическими тестами.Хвос...",Москва,05.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/7f/c0/a9/648450_130x130.jpg
Щенки жесткошерстной таксы,Такса (Дексхунд),True,30000,0.2,15,126,"Выставочные щенки от родителей- чемпионов России и Москвы, 3 месяца, полностью привиты, воспитаны и здоровы. Сказочной красоты",Москва,02.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/10/8c/a7/648235_130x130.jpg
Щенки помски,Чихуахуа,False,80000,0.5,15,208,"Добрый день открыты для резерва чудесные щеночки Помски! С хорошей родословной!! Европейские документы. Возможна доставка в любые города, все обсуждается в зависимости от региона щенки родились 2-3.11.2023 г.",Санкт-Петербург,01.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/20/d1/ab/648202_130x130.jpg
Щенки помски,Померанский шпиц,False,80000,0.5,12,208,"Добрый день открыты для резерва чудесные щеночки Помски! С хорошей родословной!! Европейские документы. Возможна доставка в любые города, все обсуждается в зависимости от региона щенки родились 2-3.11.2023 г.",Санкт-Петербург,01.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/67/be/1d/648207_130x130.jpg
малый немецкий шпиц,Американский водяной спаниель,False,30000,0.5,12,261,"4 пpекpасных белоcнежныx кобелькa c отличнoй родocлoвнoй, c клeймом, документaми PКФ и привиты по возрaсту. Приучаются к туалету на пeлeнку. Bзроcлые будут не болeе 3-3,5 кг и рост в холкe 22-24cм. Пopодa мaлый нeмецкий шпиц. Щенки мeдвeжьего типа с корoткой...",Москва,28.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/6f/30/47/647807_130x130.jpg
Щенок Джек Ассел терьер,Джек рассел терьер,False,10000,0.2,13,112,"Щенку 3 месяца активный, дружелюбный потдатливый на дресировку, усвоил несколько команд. Привитый имеет паспорт.",Москва,26.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/cb/8a/d8/647560_130x130.jpg
Щенки Бишон Фризе,Бишон Фризе,False,80000,0.5,15,260,"Гoтoвятся к продaжe щeнки 28.08.2023 г.р. Свободны 2 дeвочки и 2 мaльчика. Пpи пpoдаже будут иметь Документы PKФ, клeймo, вeтпаспорт. Гипоаллeргеннaя пoрoдa, нe линяет, идеальна для жизни в семьe, лaдят c дpугими питoмцами, отличнo поддaютcя дpeccиpoвке и, ...",Краснодар,24.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/85/c1/dc/647421_130x130.jpg
Бишон фризе,Бишон Фризе,False,80000,0.5,15,249,Предлагается к продаже очаровательный щенок породы Бишон Фризе. Мальчик. ⠀ Дата рождения 27.06.23 Прекрасно сложан Идеальный прикус Густая хорошая шерсть Чистые глазки Приучен к пелёнки ⠀ Документы РКФ Прививки Ветеринарный паспорт Клеймо ⠀ Щенок...,Москва,20.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0d/87/58/646925_130x130.jpg
ПРОДАЖА ЩЕНКОВ ЛЮКСБЕРИ ВЕЛЬШ КОРГИ,Вельш корги кардиган (корги кардиган),False,60000,0.5,12,110,Два мальчика очаравательные с документами и всеми прививками .каждый из них может подарить свою любовь и серце,Санкт-Петербург,20.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/78/2c/e5/646987_130x130.jpg
ПРОДАЖА ЩЕНКОВ ЛЮКСБЕРИ ВЕЛЬШ КОРГИ,Вельш корги кардиган (корги кардиган),False,60000,0.5,12,110,Два мальчика очаравательные с документами и всеми прививками .каждый из них может подарить свою любовь и серце,Санкт-Петербург,20.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/f7/d1/5d/646993_130x130.jpg
Щенки фокстерьера,Фокстерьер жесткошерстый,False,15000,0.5,12,58,Щенки родились 03.10.2023. Готовы к переезду в новую семью,Ярославль,19.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/ac/4a/c2/646912_130x130.jpg
Обаятельный лабрадор по кличке Sherlock Holmes,Лабрадор ретривер,False,70000,0.5,12,260,"Совершенно обаятельный мальчик Шерлок готов стать членом новой семьи. Его умный и пытливый взгляд будет восхищать вас год за годом. Питомник Solange приглашает вас уже сегодня познакомиться с умнейшим на свете малышом, готовым разгадывать с вами любые загад...",Санкт-Петербург,17.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/35/89/d0/646811_130x130.jpg
Купить лабрадора от надежного заводчика Solange Shy Lady Щенок,Лабрадор ретривер,False,60000,0.5,12,262,"Надежный питомник Solange предлагает вам свою невероятно милую девочку Shy Lady. Shy нежная, игривая и чуточку скромная девочка. Больше фото и видео с малышкой отправлю вам в WhatsApp. Малышка породы лабрадор родилась в Санкт-Петербурге от генетически здоровы...",Санкт-Петербург,17.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/5e/be/21/646819_130x130.jpg
Продаю сибирского хаски,Японский хин,False,40000,0.4,15,143,"Хаски, мальчик 7,5 месяца. Прививки есть, паспорт, родословная. Красивый, здоровый, умный пес. Жаль расставаться, делаю это по личным причинам.",Москва,16.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/6d/56/39/646658_130x130.jpg
Йорк голдаст мини,Йоркшир терьер,False,40000,0.4,15,263,"Продам шикарного щенка, 5месяцев Йорк мини голдаст девочка. Очень умная, как игрушка помещается в маленькую сумочку, любвиобильная, прекрасная шерсть, приучена к пеленке.Все прививки по возрасту. Причина продажи работаем с женой, собачка дома почти всегда одна...",Москва,13.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/5e/6d/2f/646419_130x130.jpg
Щенки породы Чивини (Chiweenie),Такса (Дексхунд),True,15000,0.5,15,253,"Щенки на продажу породы Чивини (Chiweenie) или чиви-чиви. Гибридная порода от таксы и чихуахуа. МАМА - выставочная такса (дексхунд) стандартная, рыжая, гладкошерстная. ПАПА: чихуахуа стандартный кобби, белый гладкошерстный. Родители: со всеми докумен...",Краснодар,13.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/6e/84/87/646435_130x130.jpg
Щенки породы Чивини (Chiweenie),Такса (Дексхунд),True,15000,0.5,15,253,"Щенки на продажу породы Чивини (Chiweenie) или чиви-чиви. Гибридная порода от таксы и чихуахуа. МАМА - выставочная такса (дексхунд) стандартная, рыжая, гладкошерстная. ПАПА: чихуахуа стандартный кобби, белый гладкошерстный. Родители: со всеми докумен...",Краснодар,13.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/a1/2d/88/646441_130x130.jpg
Щенки немецкого шпица,Такса (Дексхунд),False,25000,0.4,15,258,"Продам щенков немецкого шпица. Щенкам 1.5 месяца(8недель). 2ое мальчиков и 3 девочки Окрас девочек - 1. ближе к крем соболь, 2. оттенок черно-шоколадный, 3. черная. Мальчики - окрас. 1. Черный с белыми маленькими пятнами,2. ближе к шоколадному цвету Родил...",Москва,12.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/b2/7a/af/646259_130x130.jpg
Кремовая девочка шпиц,Померанский шпиц,False,50000,0.5,12,254,Питомник &laquo Каприз Души&raquo РКФ FCI Предлагает девочку немецкого той шпица Кличка - Каприз Души Чинзана Родилась 16 августа 2023 года Окрас кремовый В качестве прекрасной домашней любимицы в семью Видео щенка можно посмотреть у нас в группе вкон...,Санкт-Петербург,11.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/80/90/30/646142_130x130.jpg
Щенок Шнауцера,"Стандартный шнауцер (миттельшнауцер, или миттель)",False,35000,0.5,12,174,Прекрасный щенок миттельшнауцера ждёт своего хозяина. Малыш с родословной и ветпаспортом. Родился 30 августа 2023 года. Окрас перец с солью. Ну оооочень умный и воспитаный))),Краснодар,10.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/95/90/4e/646034_130x130.jpg
Французские бульдожки,Акита (Ину),True,80000,0.5,12,236,"Предлагаем чистокровных малышей от выставочных родителей Растут в любви и заботе, шелковистые шубки различных окрасов не оставят Вас равнодушными. Идеально подходят для семей с детками. Есть Булочки Мальчики и девочки. Несколько пометов",Москва,10.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/e0/52/f4/646044_130x130.jpg
Щенки Цвергшнауцера черный серебром.,Миниатюрный шнауцер,False,55000,0.5,12,260,"Питомник Фил Ван Тип Топ предлагает щенков цвергшнауцеров, окрас черный с серебром. Очаровательные две девочки , родились 13.10.2023г. открыта бронь. Малыши будут иметь полный пакет документов РКФ, также будут приучены к пеленкам, прогоним глисты, прививки ...",Москва,09.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/c5/c6/53/645972_130x130.jpg
Сиба-ину,Акита (Ину),True,60000,0.5,12,186,"Продаются мальчики, 3 мес, полностью привиты, имеют метрику, договор купли-продажи. От выставочных, породных родителей, проверенных на генетические заболевания, имеются тесты на психику.",Санкт-Петербург,09.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/28/2f/81/646004_130x130.jpg
Щенки той пуделя.,Той пудель,True,85000,0.5,15,140,"Прекрасные мальчики шоколадного окраса от родителей чемпионов. Документы РКФ, прививки по возрасту. Мальчик покрупнее 75т.р. поменьше 85т.р.",Краснодар,08.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/41/dd/b4/645831_130x130.jpg
Щенки миниатюрного пуделя.,Той пудель,False,85000,0.5,15,58,Великолепные мальчики ярко красного окраса. Документы РКФ.,Москва,08.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/33/5a/8c/645837_130x130.jpg
Продам ачарку,Немецкая овчарка,False,15000,0.5,10,170,"Продам собаку немецкую авчарку,в связи с переездом в другой город. Все документы в порядке,и вет паспорт. Любит детей, обученоя кинологами. Сучка,три года. Очень игровая.",Санкт-Петербург,08.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/ed/9e/0d/645863_130x130.jpg
Той шпиц,Мопс,True,60000,0.4,12,130,"Мальчик,документы РКФ,возраст 2.5 месяца,окрас крем-соболь,достойная родословная,титулованные родители,малыш домашний.Не питомник.",Москва,03.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/cb/0c/3b/645545_130x130.jpg
Мальтипу,Малый пудель,False,30000,0.5,15,239,"Мальтипу мини мальчик и девочка, по возрасту привиты вет паспорт в наличии. Полностью готовы к переезду в новую семью. Порода гипералергенная не линяют не пахнут, хорошо ладят с детками и другими животными. Пишите пришлем доп фото и видео.",Москва,03.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/f3/4f/e3/645564_130x130.jpg
щенки бишон фризе,Бишон Фризе,False,100000,0.5,15,263,"Щенки бишон фризе - два мальчика и девочка ждут любящих родителей. Малыши родились 31 августа 2023 года. Красивые кукольные мордочки, замечательные глазки, очень ласковые. Ветпаспорт оформлен, клеймо и прививки по возрасту сделаны. Папа щенков привезен из Арге...",Москва,02.11.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/d6/6a/d2/645494_130x130.jpg
